dt,city_name,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,rain_1h,clouds_all,weather_description,date,hour,normal,economic_schedule,self-consumption,injection,rain,sealevel_pressure,surface_pressure,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,terrestrial_radiation,shortwave_radiation_instant,direct_radiation_instant,diffuse_radiation_instant,direct_normal_irradiance_instant,terrestrial_radiation_instant,sunshine_duration
1634353200,local,16.05,15.8,12.72,16.26,1018,,,80,0.94,,98,overcast clouds,2021-10-16,3,0.253,0.0,0.0,None,0.0,1018.2,995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634356800,local,15.5,15.27,12.72,15.7,1017,,,83,0.97,,100,overcast clouds,2021-10-16,4,0.252,0.0,0.0,None,0.0,1018.0,995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634360400,local,15.55,15.33,13.34,15.7,1017,,,83,1.05,,98,overcast clouds,2021-10-16,5,0.251,0.0,0.0,None,0.0,1018.1,995.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634364000,local,16.6,16.35,13.72,16.82,1017,,,78,0.58,,96,overcast clouds,2021-10-16,6,0.249,0.0,0.0,None,0.0,1017.7,994.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634367600,local,15.02,14.82,13.34,15.34,1018,,,86,1.02,,91,overcast clouds,2021-10-16,7,0.258,0.0,0.0,None,0.0,1017.9,994.9,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,36.8,0.0
1634371200,local,15.59,15.4,13.99,15.7,1018,,,84,0.23,,92,overcast clouds,2021-10-16,8,0.396,0.0,0.04,None,0.0,1018.2,995.2,16.0,0.0,16.0,0.0,164.9,28.1,0.0,28.1,0.0,289.7,0.0
1634374800,local,17.32,17.2,15.11,17.37,1019,,,80,0.73,,93,overcast clouds,2021-10-16,9,0.125,0.0,0.174,None,0.0,1018.3,995.3,43.0,3.0,40.0,10.2,404.3,54.6,3.8,50.7,10.2,513.0,0.0
1634378400,local,17.93,17.84,16.72,17.93,1018,,,79,0.44,,100,overcast clouds,2021-10-16,10,0.035,0.0,0.227,Low,0.0,1018.7,995.8,49.0,0.0,49.0,0.0,606.4,55.9,0.0,55.9,0.0,691.5,0.0
1634382000,local,18.98,18.89,16.68,19.04,1019,,,75,1.36,,100,overcast clouds,2021-10-16,11,0.102,0.0,0.278,Low,0.0,1018.6,995.9,296.0,124.0,172.0,225.4,757.4,317.8,133.1,184.7,225.4,813.2,3600.0
1634385600,local,19.53,19.47,17.72,19.59,1018,,,74,1.84,,97,overcast clouds,2021-10-16,12,0.57,0.0,0.267,None,0.0,1018.8,996.0,283.0,34.0,249.0,55.3,847.0,290.6,34.9,255.7,55.3,869.6,0.0
1634389200,local,19.02,19.04,17.72,20.1,1017,,,79,2.9,,100,overcast clouds,2021-10-16,13,0.564,0.0,0.319,Low,0.7,1017.9,995.1,66.0,0.0,66.0,0.0,869.0,65.1,0.0,65.1,0.0,857.0,0.0
1634392800,local,20.11,20.16,18.72,20.15,1017,,,76,3.81,1,100,light rain,2021-10-16,14,0.074,0.0,0.332,Low,0.7,1017.3,994.5,197.0,14.0,183.0,23.5,821.9,186.0,13.2,172.8,23.5,776.1,0.0
1634396400,local,20.11,20.19,18.72,20.15,1017,,,77,3.76,,100,overcast clouds,2021-10-16,15,0.163,0.0,0.236,None,1.1,1017.0,994.3,371.0,203.0,168.0,394.3,709.0,330.9,181.1,149.9,394.3,632.4,3600.0
1634400000,local,19.59,19.64,19.45,19.59,1017,,,78,3.65,,100,overcast clouds,2021-10-16,16,0.152,0.0,0.116,None,0.1,1017.7,995.0,126.0,16.0,110.0,41.0,537.9,102.1,13.0,89.1,41.0,435.8,0.0
1634403600,local,19.05,19.05,18.44,19.54,1017,,,78,3.03,,99,overcast clouds,2021-10-16,17,0.222,0.0,0.027,None,0.0,1017.6,994.9,37.0,0.0,37.0,0.0,320.2,23.1,0.0,23.1,0.0,199.6,0.0
1634407200,local,18.9,18.99,16.68,19.04,1018,,,82,2.6,1,100,light rain,2021-10-16,18,0.322,0.0,0.0,None,0.0,1017.8,995.0,12.0,0.0,12.0,0.0,90.6,0.0,0.0,0.0,0.0,0.0,0.0
1634410800,local,17.77,17.85,15.72,17.93,1018,,,86,2.87,3,97,moderate rain,2021-10-16,19,0.432,0.0,0.0,None,0.0,1017.8,994.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634414400,local,16.75,16.75,15.11,17.01,1018,,,87,2.93,2,100,moderate rain,2021-10-16,20,0.436,0.0,0.0,None,0.2,1017.7,994.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634418000,local,15.64,15.61,14.72,16.45,1018,,,90,2.82,,100,overcast clouds,2021-10-16,21,0.254,0.0,0.0,None,0.0,1017.8,994.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634421600,local,15.67,15.67,14.55,15.9,1018,,,91,3.67,1,98,light rain,2021-10-16,22,0.253,0.0,0.0,None,0.3,1018.1,995.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634425200,local,15.66,15.68,14.54,16.45,1017,,,92,4.1,1,100,light rain,2021-10-16,23,0.253,0.0,0.0,None,0.3,1017.9,995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634428800,local,16.2,16.28,15.1,16.45,1018,,,92,4.06,,100,overcast clouds,2021-10-17,0,1.038,0.0,0.0,None,0.2,1017.8,994.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634432400,local,16.26,16.34,15.66,16.72,1017,,,92,3.81,,100,overcast clouds,2021-10-17,1,0.48,0.0,0.0,None,0.1,1017.6,994.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634436000,local,16.78,16.92,15.66,16.82,1017,,,92,3.41,,100,overcast clouds,2021-10-17,2,0.334,0.0,0.0,None,0.1,1017.4,994.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634439600,local,16.78,16.92,15.66,16.82,1017,,,92,3.13,,100,overcast clouds,2021-10-17,3,0.335,0.0,0.0,None,0.0,1016.9,994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634443200,local,16.84,17.01,16.12,17.72,1016,,,93,2.84,,100,overcast clouds,2021-10-17,4,0.254,0.0,0.0,None,0.0,1016.5,993.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634446800,local,16.84,17.01,16.21,17.72,1016,,,93,2.7,,100,overcast clouds,2021-10-17,5,0.268,0.0,0.0,None,0.0,1016.3,993.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634450400,local,16.84,17.01,16.21,17.72,1016,,,93,2.55,,100,overcast clouds,2021-10-17,6,0.322,0.0,0.0,None,0.0,1016.1,993.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634454000,local,16.82,16.99,16.45,16.82,1017,,,93,2.33,,100,overcast clouds,2021-10-17,7,0.299,0.0,0.0,None,0.0,1016.2,993.4,0.0,0.0,0.0,0.0,5.9,0.0,0.0,0.0,0.0,31.8,0.0
1634457600,local,17.37,17.59,16.77,17.72,1017,,,93,2.17,,100,overcast clouds,2021-10-17,8,0.244,0.0,0.011,None,0.1,1016.7,993.9,14.0,0.0,14.0,0.0,159.8,24.9,0.0,24.9,0.0,284.4,0.0
1634461200,local,17.94,18.22,16.77,18.72,1017,,,93,2.58,,100,overcast clouds,2021-10-17,9,0.201,0.0,0.075,None,0.3,1017.1,994.3,49.0,0.0,49.0,0.0,399.0,62.3,0.0,62.3,0.0,507.5,0.0
1634464800,local,18.44,18.74,17.32,19.23,1018,,,92,2.41,,100,overcast clouds,2021-10-17,10,0.249,0.0,0.137,None,0.9,1017.3,994.5,50.0,0.0,50.0,0.0,600.9,57.1,0.0,57.1,0.0,685.9,0.0
1634468400,local,19.02,19.38,17.89,19.04,1018,,,92,2.18,1,100,light rain,2021-10-17,11,0.155,0.0,0.225,Medium,0.4,1017.3,994.6,62.0,0.0,62.0,0.0,751.6,66.6,0.0,66.6,0.0,807.3,0.0
1634472000,local,20.12,20.56,18.99,20.15,1018,,,91,2.1,1,100,light rain,2021-10-17,12,0.507,0.0,0.32,Low,0.2,1017.9,995.3,114.0,0.0,114.0,0.0,840.9,117.1,0.0,117.1,0.0,863.4,0.0
1634475600,local,19.59,19.98,18.99,19.72,1017,,,91,2.61,1,100,light rain,2021-10-17,13,1.004,0.0,0.273,None,0.1,1017.5,995.0,233.0,71.0,162.0,113.4,862.7,229.7,70.0,159.7,113.4,850.6,1601.88
1634479200,local,20.05,20.51,18.72,21.45,1017,,,92,3.54,1,93,light rain,2021-10-17,14,0.115,0.0,0.178,None,0.1,1017.3,994.8,250.0,35.0,215.0,59.1,815.4,235.9,33.0,202.9,59.1,769.5,0.0
1634482800,local,20.05,20.51,18.72,20.9,1017,,,92,4.16,,84,broken clouds,2021-10-17,15,0.165,0.0,0.146,None,0.2,1017.7,995.1,185.0,35.0,150.0,68.7,702.3,164.8,31.2,133.6,68.7,625.7,259.9
1634486400,local,20.03,20.49,18.34,21.45,1018,,,92,3.86,1,100,light rain,2021-10-17,16,0.433,0.0,0.094,None,0.2,1018.1,995.4,81.0,3.0,78.0,7.8,531.1,65.4,2.4,63.0,7.8,429.0,0.0
1634490000,local,19.55,19.96,18.34,19.59,1018,,,92,3.0,,100,overcast clouds,2021-10-17,17,0.619,0.0,0.02,None,0.1,1018.2,995.5,29.0,0.0,29.0,0.0,313.5,17.8,0.0,17.8,0.0,192.9,0.0
1634493600,local,19.02,19.38,17.79,19.04,1018,,,92,2.58,1,100,light rain,2021-10-17,18,0.666,0.0,0.0,None,0.4,1018.4,995.7,5.0,0.0,5.0,0.0,87.2,0.0,0.0,0.0,0.0,0.0,0.0
1634497200,local,19.02,19.38,17.88,19.04,1019,,,92,2.64,,100,overcast clouds,2021-10-17,19,2.077,0.0,0.0,None,0.4,1019.0,996.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634500800,local,19.02,19.38,18.34,19.04,1019,,,92,2.89,1,100,light rain,2021-10-17,20,0.904,0.0,0.0,None,0.4,1019.5,996.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634504400,local,19.0,19.36,18.34,19.79,1020,,,92,2.78,,100,overcast clouds,2021-10-17,21,0.688,0.0,0.0,None,0.4,1020.0,997.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634508000,local,19.0,19.38,18.34,19.79,1020,,,93,2.81,,100,overcast clouds,2021-10-17,22,0.543,0.0,0.0,None,0.3,1020.3,997.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634511600,local,19.0,19.38,18.34,19.79,1020,,,93,3.0,,100,overcast clouds,2021-10-17,23,0.418,0.0,0.0,None,0.1,1020.4,997.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634515200,local,19.0,19.38,18.34,19.79,1020,,,93,2.47,,100,overcast clouds,2021-10-18,0,0.53,0.0,0.0,None,0.0,1020.6,997.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634518800,local,19.0,19.38,18.34,19.79,1020,,,93,2.23,,100,overcast clouds,2021-10-18,1,0.427,0.0,0.0,None,0.0,1020.5,997.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634522400,local,18.99,19.37,17.88,19.79,1020,,,93,2.08,,100,overcast clouds,2021-10-18,2,0.323,0.0,0.0,None,0.0,1020.7,997.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634526000,local,18.99,19.37,17.88,19.79,1020,,,93,1.96,,100,overcast clouds,2021-10-18,3,0.326,0.0,0.0,None,0.0,1020.7,997.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634529600,local,18.48,18.81,17.88,18.72,1020,,,93,1.96,,100,overcast clouds,2021-10-18,4,0.274,0.0,0.0,None,0.0,1020.8,998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634533200,local,18.48,18.81,17.88,18.72,1021,,,93,1.67,,100,overcast clouds,2021-10-18,5,0.269,0.0,0.0,None,0.0,1021.0,998.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634536800,local,18.48,18.81,17.79,18.72,1021,,,93,1.4,,100,overcast clouds,2021-10-18,6,0.267,0.0,0.0,None,0.0,1021.3,998.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634540400,local,18.48,18.81,17.79,18.72,1021,,,93,1.19,,100,overcast clouds,2021-10-18,7,0.288,0.0,0.0,None,0.0,1021.4,998.6,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,26.8,0.0
1634544000,local,18.97,19.35,17.79,19.79,1022,,,93,1.38,,100,overcast clouds,2021-10-18,8,0.421,0.0,0.076,None,0.0,1021.8,999.0,28.0,1.0,27.0,7.2,154.6,50.6,1.8,48.7,8.9,279.2,0.0
1634547600,local,20.04,20.5,17.88,20.15,1022,,,92,1.84,,100,overcast clouds,2021-10-18,9,0.026,0.0,0.226,Low,0.1,1022.2,999.5,126.0,52.0,74.0,182.1,393.7,160.7,66.3,94.4,182.1,502.1,3600.0
1634551200,local,21.75,22.2,19.0,21.82,1022,,,85,2.13,,100,overcast clouds,2021-10-18,10,0.0,0.0,0.253,Medium,0.0,1022.3,999.6,231.0,74.0,157.0,171.4,595.3,263.9,84.5,179.4,171.4,680.1,3340.79
1634554800,local,21.78,22.21,19.72,22.88,1022,,,84,2.8,,100,overcast clouds,2021-10-18,11,0.0,0.0,0.254,High,0.0,1022.1,999.5,354.0,149.0,205.0,275.4,745.7,380.4,160.1,220.3,275.4,801.3,3600.0
1634558400,local,22.88,23.31,20.72,23.43,1022,,,80,3.28,,100,overcast clouds,2021-10-18,12,0.0,0.0,0.268,High,0.0,1021.7,999.1,485.0,274.0,211.0,452.5,834.8,498.0,281.4,216.7,452.5,857.2,3600.0
1634562000,local,23.42,23.8,20.72,24.54,1021,,,76,3.29,,100,overcast clouds,2021-10-18,13,0.0,0.0,0.278,High,0.0,1021.2,998.7,281.0,69.0,212.0,111.1,856.3,277.0,68.0,209.0,111.1,844.1,1532.38
1634565600,local,24.51,24.79,21.72,24.59,1021,,,68,3.08,,97,overcast clouds,2021-10-18,14,0.018,0.0,0.326,High,0.0,1020.7,998.2,232.0,13.0,219.0,22.2,808.9,218.8,12.3,206.5,22.2,762.9,0.0
1634569200,local,23.98,24.26,21.72,24.04,1020,,,70,2.4,,95,overcast clouds,2021-10-18,15,0.027,0.0,0.371,Medium,0.0,1020.4,997.9,306.0,101.0,205.0,200.2,695.7,272.3,89.9,182.4,200.2,619.0,3600.0
1634572800,local,23.34,23.64,20.72,23.99,1020,,,73,1.87,,84,broken clouds,2021-10-18,16,0.025,0.0,0.37,Medium,0.0,1020.2,997.7,252.0,93.0,159.0,244.5,524.4,202.9,74.9,128.0,244.5,422.3,3600.0
1634576400,local,23.27,23.58,19.72,23.48,1020,,,74,1.33,,62,broken clouds,2021-10-18,17,0.149,0.0,0.191,None,0.0,1020.1,997.5,139.0,51.0,88.0,229.2,306.7,84.4,31.0,53.4,229.2,186.1,3600.0
1634580000,local,22.15,22.48,18.72,22.37,1021,,,79,1.47,,36,scattered clouds,2021-10-18,18,0.31,0.0,0.024,None,0.0,1020.3,997.5,25.0,6.0,19.0,57.8,83.8,0.0,0.0,0.0,0.0,0.0,0.0
1634583600,local,20.99,21.36,16.72,21.26,1021,,,85,0.87,,34,scattered clouds,2021-10-18,19,1.087,0.0,0.0,None,0.0,1021.0,998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634587200,local,19.93,20.28,16.72,20.15,1022,,,88,1.81,,33,scattered clouds,2021-10-18,20,0.727,0.0,0.0,None,0.0,1021.4,998.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634590800,local,19.54,19.87,17.57,19.59,1021,,,89,2.21,,8,sky is clear,2021-10-18,21,0.6,0.0,0.0,None,0.0,1021.7,998.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634594400,local,19.34,19.71,15.72,19.59,1022,,,91,1.84,,2,sky is clear,2021-10-18,22,0.534,0.0,0.0,None,0.0,1021.8,998.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634598000,local,19.73,20.13,15.72,20.15,1021,,,91,1.78,,0,sky is clear,2021-10-18,23,0.637,0.0,0.0,None,0.0,1021.6,998.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634601600,local,19.51,19.84,16.68,20.15,1021,,,89,1.72,,0,sky is clear,2021-10-19,0,0.342,0.0,0.0,None,0.0,1021.4,998.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634605200,local,18.95,19.15,16.12,19.04,1021,,,86,1.71,,0,sky is clear,2021-10-19,1,0.317,0.0,0.0,None,0.0,1021.3,998.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634608800,local,20.01,20.16,15.66,20.15,1021,,,80,1.77,,0,sky is clear,2021-10-19,2,0.315,0.0,0.0,None,0.0,1021.0,997.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634612400,local,16.21,16.34,15.1,16.72,1020,,,94,1.88,,6,sky is clear,2021-10-19,3,0.263,0.0,0.0,None,0.0,1020.5,997.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634616000,local,15.53,15.62,15.1,15.72,1020,,,95,1.94,,17,few clouds,2021-10-19,4,0.283,0.0,0.0,None,0.0,1020.2,997.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634619600,local,14.36,14.31,13.73,15.72,1020,,,94,1.96,,3,sky is clear,2021-10-19,5,0.275,0.0,0.0,None,0.0,1020.3,997.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634623200,local,15.7,15.75,15.11,15.72,1021,,,93,2.07,,26,scattered clouds,2021-10-19,6,0.256,0.0,0.0,None,0.0,1020.4,997.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634626800,local,15.7,15.73,15.11,15.72,1021,,,92,2.12,,17,few clouds,2021-10-19,7,0.273,0.0,0.0,None,0.0,1020.6,997.4,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,21.7,0.0
1634630400,local,16.38,16.42,15.66,16.72,1021,,,90,2.03,,2,sky is clear,2021-10-19,8,0.429,0.0,0.125,Low,0.0,1020.8,997.8,70.0,42.0,28.0,308.1,149.5,128.3,77.0,51.3,387.5,273.9,2507.68
1634634000,local,22.78,22.92,17.88,22.93,1021,,,69,1.92,,3,sky is clear,2021-10-19,9,0.0,0.0,0.339,Medium,0.0,1021.2,998.4,235.0,178.0,57.0,632.3,388.3,300.5,227.6,72.9,632.3,496.6,3600.0
1634637600,local,24.47,24.7,20.67,24.59,1021,,,66,1.92,,0,sky is clear,2021-10-19,10,0.0,0.0,0.341,High,0.0,1021.1,998.6,394.0,325.0,69.0,760.2,589.6,450.6,371.7,78.9,760.2,674.4,3600.0
1634641200,local,25.65,25.97,22.89,25.7,1021,,,65,3.11,,0,sky is clear,2021-10-19,11,0.0,0.0,0.344,High,0.0,1020.9,998.6,516.0,440.0,76.0,820.3,739.8,554.6,473.0,81.7,820.3,795.3,3600.0
1634644800,local,26.7,27.9,25.1,26.82,1021,,,63,3.92,,0,sky is clear,2021-10-19,12,0.0,0.0,0.351,Very High,0.0,1020.7,998.5,587.0,504.0,83.0,838.9,828.6,602.8,517.6,85.2,838.9,851.0,3600.0
1634648400,local,27.28,28.53,25.72,27.37,1020,,,61,4.35,,0,sky is clear,2021-10-19,13,0.3,0.0,0.569,High,0.0,1020.2,998.0,601.0,515.0,86.0,835.7,850.0,592.3,507.5,84.8,835.7,837.7,3600.0
1634652000,local,27.29,28.46,25.72,27.37,1020,,,60,4.45,,3,sky is clear,2021-10-19,14,0.012,0.0,0.433,High,0.0,1019.8,997.6,554.0,465.0,89.0,799.4,802.3,522.2,438.3,83.9,799.4,756.3,3600.0
1634655600,local,27.2,28.34,23.72,27.37,1020,,,60,3.99,,3,sky is clear,2021-10-19,15,0.0,0.0,0.341,High,0.0,1019.9,997.6,433.0,342.0,91.0,684.7,689.0,384.8,303.9,80.9,684.7,612.3,3600.0
1634659200,local,25.98,25.98,21.72,26.26,1020,,,66,3.34,,10,sky is clear,2021-10-19,16,0.026,0.0,0.342,Medium,0.0,1020.4,998.0,295.0,222.0,73.0,591.6,517.7,236.8,178.2,58.6,591.6,415.6,3600.0
1634662800,local,23.4,23.75,21.22,24.79,1020,,,75,2.57,,34,scattered clouds,2021-10-19,17,0.254,0.0,0.173,Low,0.0,1020.5,998.0,160.0,108.0,52.0,496.6,300.0,95.7,64.6,31.1,496.6,179.4,3600.0
1634666400,local,22.22,22.46,19.72,23.12,1020,,,75,2.27,,30,scattered clouds,2021-10-19,18,0.331,0.0,0.006,None,0.0,1020.9,998.1,24.0,11.0,13.0,108.5,80.4,0.0,0.0,0.0,0.0,0.0,452.65
1634670000,local,21.66,21.68,19.72,21.82,1021,,,69,2.1,,72,broken clouds,2021-10-19,19,0.439,0.0,0.0,None,0.0,1021.2,998.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634673600,local,20.68,20.74,20.1,20.72,1021,,,74,2.1,,90,overcast clouds,2021-10-19,20,0.418,0.0,0.0,None,0.0,1021.2,998.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634677200,local,20.57,20.67,18.72,20.7,1021,,,76,2.27,,90,overcast clouds,2021-10-19,21,0.376,0.0,0.0,None,0.0,1021.4,998.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634680800,local,20.12,20.2,19.23,20.15,1021,,,77,2.41,,41,scattered clouds,2021-10-19,22,0.416,0.0,0.0,None,0.0,1021.5,998.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634684400,local,19.56,19.63,18.99,19.59,1021,,,79,1.85,,29,scattered clouds,2021-10-19,23,0.378,0.0,0.0,None,0.0,1021.5,998.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634688000,local,18.91,19.0,16.72,19.23,1021,,,82,1.91,,50,scattered clouds,2021-10-20,0,0.256,0.0,0.0,None,0.0,1021.7,998.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634691600,local,18.38,18.39,16.72,19.23,1021,,,81,2.15,,85,overcast clouds,2021-10-20,1,0.28,0.0,0.0,None,0.0,1021.3,998.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634695200,local,18.4,18.46,17.23,19.23,1021,,,83,2.44,,92,overcast clouds,2021-10-20,2,0.259,0.0,0.0,None,0.0,1020.8,997.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634698800,local,18.45,18.52,17.23,19.23,1020,,,83,2.41,,81,broken clouds,2021-10-20,3,0.255,0.0,0.0,None,0.0,1020.3,997.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634702400,local,18.43,18.5,16.77,19.23,1020,,,83,2.71,1,85,light rain,2021-10-20,4,0.253,0.0,0.0,None,1.0,1019.7,996.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634706000,local,18.39,18.45,16.77,19.23,1020,,,83,3.01,1,91,light rain,2021-10-20,5,0.252,0.0,0.0,None,4.5,1019.9,997.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634709600,local,17.92,18.12,17.23,17.93,1020,,,90,2.73,1,87,light rain,2021-10-20,6,0.252,0.0,0.0,None,2.2,1020.1,997.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1634713200,local,17.38,17.58,17.32,17.89,1020,,,92,2.45,1,91,light rain,2021-10-20,7,0.627,0.0,0.0,None,1.0,1020.3,997.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,0.0
1634716800,local,17.38,17.6,17.23,17.89,1020,,,93,2.39,1,95,light rain,2021-10-20,8,0.301,0.0,0.013,None,0.3,1020.9,998.0,17.0,0.0,17.0,0.0,144.3,31.7,0.0,31.7,0.0,268.6,0.0
1634720400,local,17.92,18.2,17.72,17.93,1021,,,93,2.34,1,100,light rain,2021-10-20,9,0.208,0.0,0.057,None,0.2,1021.3,998.4,45.0,0.0,45.0,0.0,382.8,57.7,0.0,57.7,0.0,491.0,0.0
1634724000,local,18.45,18.78,17.72,18.48,1021,,,93,2.98,,100,overcast clouds,2021-10-20,10,0.175,0.0,0.09,None,0.1,1021.8,999.0,166.0,22.0,144.0,52.0,584.0,190.1,25.2,164.9,52.0,668.6,0.0
1634727600,local,18.45,18.78,17.72,18.48,1022,,,93,3.45,,98,overcast clouds,2021-10-20,11,0.154,0.0,0.111,None,0.1,1021.8,999.1,237.0,55.0,182.0,103.4,733.9,254.9,59.1,195.7,103.4,789.2,1302.57
1634731200,local,18.99,19.37,17.79,19.23,1022,,,93,3.91,,89,overcast clouds,2021-10-20,12,0.062,0.0,0.21,Medium,0.2,1021.6,998.9,334.0,194.0,140.0,325.5,822.5,343.0,199.2,143.8,325.5,844.7,3600.0
1634734800,local,19.08,19.47,18.34,20.34,1021,,,93,3.95,,53,broken clouds,2021-10-20,13,0.019,0.0,0.256,High,0.1,1021.3,998.7,465.0,276.0,189.0,451.5,843.6,458.2,271.9,186.2,451.5,831.2,3600.0
1634738400,local,20.12,20.38,19.55,20.34,1021,,,84,4.34,,24,few clouds,2021-10-20,14,0.031,0.0,0.278,High,0.1,1021.0,998.4,537.0,413.0,124.0,716.2,795.8,505.9,389.1,116.8,716.2,749.7,3600.0
1634742000,local,19.65,19.81,19.45,21.21,1021,,,82,4.87,,40,scattered clouds,2021-10-20,15,0.026,0.0,0.273,High,0.1,1021.1,998.4,433.0,335.0,98.0,677.6,682.4,384.3,297.3,87.0,677.6,605.6,3600.0
1634745600,local,20.14,20.32,19.72,20.66,1021,,,81,4.58,,49,scattered clouds,2021-10-20,16,0.056,0.0,0.194,Low,0.1,1021.4,998.7,243.0,154.0,89.0,416.0,511.0,194.4,123.2,71.2,416.0,408.9,3600.0
1634749200,local,19.06,19.27,18.34,20.1,1021,,,86,3.71,,45,scattered clouds,2021-10-20,17,0.25,0.0,0.113,None,0.4,1021.5,998.7,116.0,56.0,60.0,263.5,293.3,68.3,33.0,35.3,263.5,172.8,3600.0
