temp,feels_like,temp_min,temp_max,pressure,humidity,Hora,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh),weather_description_encoded
14.73,14.37,14.59,16.72,1016,81,11,0.0,0.0,0.276,High,6
15.76,15.32,15.66,16.78,1016,74,12,0.0,0.0,0.282,Medium,0
16.37,15.94,15.9,17.72,1015,72,13,0.102,0.0,0.18,Medium,6
16.37,15.92,15.9,17.72,1015,71,14,0.304,0.0,0.133,None,0
16.35,15.95,15.9,17.72,1014,73,15,0.649,0.0,0.074,None,0
16.29,15.88,15.9,16.78,1014,73,16,0.697,0.0,0.01,None,0
15.75,15.37,15.34,16.78,1014,76,17,0.348,0.0,0.0,None,5
15.51,15.1,14.79,15.72,1014,76,18,0.358,0.0,0.0,None,5
15.36,14.91,14.54,15.72,1014,75,19,0.343,0.0,0.0,None,5
15.36,14.88,14.54,15.72,1015,74,20,0.728,0.0,0.0,None,5
16.04,15.66,14.54,16.72,1014,75,21,0.903,0.0,0.0,None,5
15.18,14.76,14.79,16.12,1014,77,22,0.0,0.83,0.0,None,5
15.11,14.74,13.34,15.15,1014,79,23,0.0,0.626,0.0,None,3
14.55,14.33,13.34,14.79,1014,87,0,0.0,0.558,0.0,None,4
14.05,13.86,13.43,14.79,1014,90,1,0.0,0.287,0.0,None,4
14.06,13.92,13.43,14.79,1014,92,2,0.0,0.288,0.0,None,4
14.12,14.02,13.99,15.72,1014,93,3,0.0,0.351,0.0,None,4
14.07,13.96,13.9,14.79,1014,93,4,0.0,0.299,0.0,None,4
14.51,14.44,13.43,14.79,1014,93,5,0.0,0.301,0.0,None,4
14.0,13.88,13.34,14.79,1014,93,6,0.0,0.696,0.0,None,4
14.0,13.88,13.34,14.79,1014,93,7,0.0,0.865,0.0,None,3
13.98,13.89,12.88,14.04,1014,94,8,0.622,0.0,0.001,None,3
13.98,13.89,12.88,14.04,1015,94,9,0.333,0.0,0.024,None,3
13.98,13.89,12.88,14.04,1015,94,10,0.182,0.0,0.117,Low,3
14.01,13.92,13.43,14.23,1015,94,11,0.074,0.0,0.386,Medium,3
14.59,14.56,14.0,14.72,1014,94,12,0.071,0.0,0.332,Medium,3
14.6,14.57,14.54,15.01,1014,94,13,0.121,0.0,0.203,None,3
15.13,15.13,14.23,15.66,1013,93,14,0.138,0.0,0.213,None,3
14.6,14.52,14.23,15.01,1013,92,15,0.577,0.0,0.097,None,3
14.56,14.42,13.72,15.1,1013,90,16,0.477,0.0,0.037,None,3
14.03,13.79,13.34,14.54,1013,88,17,0.751,0.0,0.001,None,3
12.99,12.64,12.57,13.72,1013,88,18,0.998,0.0,0.0,None,0
12.97,12.62,12.23,13.72,1014,88,19,0.599,0.0,0.0,None,0
12.91,12.58,12.32,12.93,1014,89,20,0.813,0.0,0.0,None,0
12.44,12.12,12.32,13.72,1013,91,21,0.564,0.0,0.0,None,0
12.9,12.54,12.23,12.93,1014,88,22,0.0,0.951,0.0,None,5
11.92,11.49,11.77,13.72,1013,89,23,0.0,0.992,0.0,None,5
11.87,11.44,11.77,12.89,1012,89,0,0.0,0.544,0.0,None,5
12.4,11.92,11.21,13.72,1012,85,1,0.0,0.374,0.0,None,3
12.35,11.81,11.77,12.37,1011,83,2,0.0,0.319,0.0,None,3
12.37,11.86,11.77,12.72,1011,84,3,0.0,0.321,0.0,None,3
12.37,11.86,11.77,12.79,1010,84,4,0.0,0.304,0.0,None,3
12.42,11.96,11.77,13.72,1010,86,5,0.0,0.307,0.0,None,3
12.37,11.91,12.32,12.79,1009,86,6,0.0,0.314,0.0,None,3
12.37,11.96,12.01,12.79,1009,88,7,0.0,0.322,0.0,None,4
11.88,11.5,11.82,12.79,1009,91,8,0.814,0.0,0.004,None,4
11.92,11.54,11.77,13.72,1009,91,9,0.755,0.0,0.04,None,4
12.4,12.05,12.32,13.44,1009,90,10,1.676,0.0,0.213,None,4
12.46,12.16,12.37,13.72,1008,92,11,0.784,0.0,0.275,None,3
12.93,12.63,12.79,13.12,1008,90,12,0.225,0.0,0.178,None,3
12.97,12.67,12.88,13.9,1007,90,13,1.172,0.0,0.08,None,3
12.99,12.67,12.93,14.0,1006,89,14,0.823,0.0,0.052,None,4
12.92,12.59,12.57,12.93,1006,89,15,0.673,0.0,0.021,None,4
12.45,12.13,12.01,13.72,1006,91,16,1.69,0.0,0.029,None,4
12.37,12.06,11.45,12.37,1005,92,17,1.546,0.0,0.0,None,4
12.38,12.08,12.01,12.72,1005,92,18,0.929,0.0,0.0,None,3
12.37,12.06,11.45,12.89,1005,92,19,2.513,0.0,0.0,None,3
12.37,12.06,11.45,12.89,1005,92,20,1.799,0.0,0.0,None,3
12.37,12.04,11.45,12.72,1005,91,21,0.682,0.0,0.0,None,3
12.36,12.05,11.45,12.72,1004,92,22,0.0,0.886,0.0,None,3
12.35,12.07,11.45,12.72,1004,93,23,0.0,1.22,0.0,None,3
12.37,12.06,11.45,12.89,1003,92,0,0.0,0.479,0.0,None,3
12.37,12.04,11.45,12.79,1003,91,1,0.0,0.44,0.0,None,3
11.86,11.53,11.45,12.72,1003,93,2,0.0,0.322,0.0,None,3
11.86,11.5,11.77,12.72,1002,92,3,0.0,0.294,0.0,None,4
11.82,11.49,11.68,12.01,1002,93,4,0.0,0.299,0.0,None,4
11.84,11.51,11.21,12.72,1001,93,5,0.0,0.342,0.0,None,4
11.26,10.87,10.66,11.72,1000,93,6,0.0,0.303,0.0,None,4
11.78,11.42,10.66,11.82,1000,92,7,0.0,0.319,0.0,None,4
11.78,11.39,10.66,11.82,1001,91,8,0.33,0.0,0.008,None,4
11.81,11.42,11.22,11.82,1001,91,9,1.954,0.0,0.117,None,4
12.92,12.59,12.01,12.93,1003,89,10,0.546,0.0,0.448,Low,3
14.01,13.66,12.57,14.55,1003,84,11,1.235,0.0,0.263,None,0
14.64,14.3,13.68,15.72,1004,82,12,2.269,0.0,0.39,None,5
15.18,14.84,14.23,15.72,1004,80,13,1.627,0.0,0.23,None,5
15.4,15.24,14.72,15.97,1005,86,14,0.397,0.0,0.106,None,5
14.59,14.3,14.45,14.79,1005,84,15,0.472,0.0,0.206,None,5
14.59,14.35,14.23,14.72,1006,86,16,0.311,0.0,0.029,None,5
14.03,13.79,13.34,14.54,1007,88,17,0.343,0.0,0.0,None,5
13.43,13.18,12.23,13.48,1008,90,18,0.386,0.0,0.0,None,5
12.9,12.65,12.23,13.12,1008,92,19,0.439,0.0,0.0,None,5
12.32,12.01,11.68,12.57,1009,92,20,0.69,0.0,0.0,None,5
12.32,12.04,11.68,12.89,1010,93,21,0.437,0.0,0.0,None,5
12.36,12.08,11.68,12.72,1010,93,22,0.0,0.375,0.0,None,5
12.36,12.08,11.68,12.72,1010,93,23,0.0,0.379,0.0,None,5
12.37,12.12,11.77,12.89,1010,94,0,0.0,0.375,0.0,None,5
12.37,12.09,11.77,12.89,1010,93,1,0.0,0.326,0.0,None,5
12.93,12.71,11.77,13.72,1011,93,2,0.0,0.254,0.0,None,5
12.88,12.65,11.77,12.93,1011,93,3,0.0,0.25,0.0,None,3
12.88,12.65,11.77,12.93,1010,93,4,0.0,0.372,0.0,None,3
12.37,12.09,11.77,12.72,1010,93,5,0.0,0.415,0.0,None,4
12.36,12.11,11.68,12.72,1009,94,6,0.0,0.331,0.0,None,3
11.81,11.5,11.21,12.33,1009,94,7,0.0,1.285,0.0,None,4
11.83,11.52,11.77,12.89,1009,94,8,0.245,0.0,0.0,None,4
11.92,11.62,11.77,13.72,1008,94,9,0.225,0.0,0.013,None,4
12.96,12.77,12.01,14.0,1008,94,10,0.687,0.0,0.022,None,4
14.55,14.52,12.57,14.72,1009,94,11,1.884,0.0,0.031,None,4
15.1,15.12,13.68,15.15,1008,94,12,0.665,0.0,0.059,None,4
15.59,15.66,13.99,15.7,1008,94,13,1.155,0.0,0.055,None,4
15.61,15.68,14.54,15.7,1007,94,14,0.218,0.0,0.036,None,4
15.59,15.66,13.99,15.9,1007,94,15,0.375,0.0,0.017,None,3
15.59,15.66,13.99,15.9,1008,94,16,1.413,0.0,0.001,None,3
15.59,15.66,13.99,15.9,1008,94,17,1.055,0.0,0.0,None,3
15.59,15.66,13.99,15.9,1009,94,18,1.046,0.0,0.0,None,3
15.09,15.11,13.99,15.34,1009,94,19,0.79,0.0,0.0,None,3
14.59,14.56,14.0,14.79,1009,94,20,1.096,0.0,0.0,None,3
15.09,15.11,13.99,15.34,1008,94,21,0.585,0.0,0.0,None,3
14.59,14.56,14.45,14.79,1008,94,22,0.0,0.622,0.0,None,4
15.09,15.11,13.99,15.34,1008,94,23,0.0,0.459,0.0,None,4
15.09,15.11,13.99,15.34,1009,94,0,0.0,0.433,0.0,None,4
15.13,15.15,13.99,15.72,1010,94,1,0.0,0.486,0.0,None,3
14.58,14.55,13.99,14.72,1011,94,2,0.0,0.304,0.0,None,3
14.56,14.53,13.43,14.72,1011,94,3,0.0,0.284,0.0,None,3
14.05,13.97,13.12,14.72,1011,94,4,0.0,0.286,0.0,None,3
13.49,13.35,13.12,14.0,1013,94,5,0.0,0.293,0.0,None,3
14.05,13.97,13.12,14.72,1013,94,6,0.0,0.286,0.0,None,3
13.48,13.34,12.57,13.9,1013,94,7,0.0,0.284,0.0,None,3
13.52,13.38,12.57,14.72,1014,94,8,0.234,0.0,0.04,None,3
14.03,13.94,12.88,14.72,1014,94,9,0.661,0.0,0.103,None,3
14.05,13.97,13.43,14.72,1015,94,10,0.849,0.0,0.113,None,3
14.62,14.57,13.99,15.72,1015,93,11,0.057,0.0,0.24,Medium,3
15.69,15.66,15.01,15.9,1015,90,12,0.034,0.0,0.271,Medium,3
15.66,15.58,14.72,16.45,1015,88,13,0.585,0.0,0.282,Medium,3
15.71,15.56,15.11,16.45,1014,85,14,0.1,0.0,0.231,Low,3
15.7,15.52,15.01,16.21,1015,84,15,0.276,0.0,0.085,None,3
15.14,14.96,14.55,15.66,1016,86,16,0.552,0.0,0.022,None,5
14.59,14.4,14.45,14.79,1016,88,17,1.097,0.0,0.0,None,0
14.59,14.43,14.45,14.72,1017,89,18,0.655,0.0,0.0,None,0
14.59,14.48,14.45,14.79,1017,91,19,0.881,0.0,0.0,None,3
14.59,14.48,14.45,14.79,1017,91,20,0.74,0.0,0.0,None,3
14.57,14.46,13.99,14.79,1018,91,21,0.466,0.0,0.0,None,3
14.59,14.48,14.45,14.79,1018,91,22,0.0,0.523,0.0,None,3
14.57,14.43,13.9,14.79,1018,90,23,0.0,0.508,0.0,None,3
14.57,14.43,13.9,14.72,1018,90,0,0.0,1.148,0.0,None,3
14.58,14.47,13.99,14.72,1019,91,1,0.0,0.345,0.0,None,3
14.57,14.48,13.9,14.72,1019,92,2,0.0,0.251,0.0,None,3
14.56,14.5,13.43,14.72,1019,93,3,0.0,0.318,0.0,None,3
14.58,14.55,13.99,14.72,1019,94,4,0.0,0.284,0.0,None,3
14.59,14.56,14.45,14.79,1020,94,5,0.0,0.249,0.0,None,3
14.58,14.55,13.99,14.72,1020,94,6,0.0,0.236,0.0,None,3
14.58,14.55,13.99,14.72,1020,94,7,0.0,0.246,0.0,None,3
14.58,14.55,13.99,14.72,1021,94,8,0.253,0.0,0.008,None,3
14.59,14.56,14.54,14.79,1022,94,9,0.219,0.0,0.086,None,3
15.16,15.19,14.54,15.9,1022,94,10,0.06,0.0,0.2,Medium,3
16.19,16.24,15.1,16.26,1023,91,11,0.046,0.0,0.241,Medium,3
16.72,16.72,15.66,16.82,1023,87,12,0.013,0.0,0.285,Medium,3
16.83,16.79,16.68,17.57,1023,85,13,0.083,0.0,0.295,Low,3
17.36,17.34,16.68,18.43,1022,84,14,0.375,0.0,0.261,Low,3
16.77,16.72,15.72,17.57,1023,85,15,0.51,0.0,0.093,None,3
16.21,16.11,15.01,17.01,1023,85,16,0.493,0.0,0.016,None,0
15.19,15.17,15.01,15.9,1023,92,17,0.384,0.0,0.0,None,3
15.12,15.12,14.45,15.15,1024,93,18,0.796,0.0,0.0,None,3
14.59,14.53,14.23,14.72,1024,93,19,0.565,0.0,0.0,None,3
14.58,14.52,13.99,14.72,1024,93,20,0.513,0.0,0.0,None,5
14.58,14.52,13.68,14.72,1024,93,21,0.615,0.0,0.0,None,3
14.63,14.58,13.99,15.72,1024,93,22,0.0,0.353,0.0,None,3
15.14,15.16,13.99,15.72,1024,94,23,0.0,1.109,0.0,None,5
15.11,15.13,14.54,15.15,1024,94,0,0.0,0.368,0.0,None,5
15.11,15.13,14.54,15.15,1024,94,1,0.0,0.335,0.0,None,5
15.61,15.68,14.45,15.7,1024,94,2,0.0,0.317,0.0,None,3
15.61,15.68,14.45,15.7,1024,94,3,0.0,0.377,0.0,None,3
15.61,15.68,14.45,15.7,1024,94,4,0.0,0.395,0.0,None,3
15.61,15.68,14.45,15.7,1024,94,5,0.0,0.323,0.0,None,3
15.59,15.66,13.99,15.7,1024,94,6,0.0,0.264,0.0,None,3
15.59,15.66,13.99,15.7,1024,94,7,0.0,0.257,0.0,None,3
15.59,15.66,13.99,15.7,1024,94,8,0.257,0.0,0.014,None,3
15.59,15.66,13.99,15.7,1025,94,9,0.339,0.0,0.074,None,3
15.61,15.68,14.54,15.9,1025,94,10,0.751,0.0,0.145,None,3
15.66,15.74,14.54,15.9,1026,94,11,0.074,0.0,0.261,Low,3
15.67,15.75,15.01,15.9,1025,94,12,1.179,0.0,0.197,None,3
15.68,15.76,15.1,15.9,1025,94,13,0.325,0.0,0.125,None,5
15.7,15.78,15.57,15.9,1025,94,14,0.355,0.0,0.117,None,0
15.7,15.78,15.57,15.72,1024,94,15,0.43,0.0,0.092,None,5
15.26,15.3,15.15,16.72,1024,94,16,0.612,0.0,0.04,None,0
14.64,14.61,14.59,15.67,1024,94,17,0.7,0.0,0.0,None,5
14.68,14.63,14.23,15.72,1024,93,18,0.475,0.0,0.0,None,5
15.16,15.16,15.01,15.72,1024,93,19,1.111,0.0,0.0,None,5
15.13,15.13,14.45,15.15,1024,93,20,1.143,0.0,0.0,None,5
14.57,14.51,13.68,14.72,1024,93,21,0.414,0.0,0.0,None,0
14.03,13.92,13.34,14.04,1024,93,22,0.0,0.404,0.0,None,5
14.04,13.9,12.01,14.72,1024,92,23,0.0,0.465,0.0,None,0
13.96,13.79,11.45,14.04,1023,91,0,0.0,0.426,0.0,None,6
13.83,13.62,10.34,14.04,1023,90,1,0.0,0.362,0.0,None,6
13.35,13.12,9.79,13.48,1023,91,2,0.0,0.342,0.0,None,0
12.78,12.49,9.23,12.93,1022,91,3,0.0,0.265,0.0,None,6
11.8,11.44,10.1,11.82,1022,92,4,0.0,0.258,0.0,None,5
12.3,11.99,8.9,12.37,1022,92,5,0.0,0.25,0.0,None,5
12.82,12.53,8.9,12.93,1022,91,6,0.0,0.255,0.0,None,5
9.52,8.28,8.99,10.67,1022,97,7,0.0,0.237,0.0,None,5
8.84,7.28,8.72,10.11,1022,97,8,0.136,0.0,0.096,None,5
9.51,7.79,8.99,11.12,1021,98,9,0.009,0.0,0.255,Medium,5
14.51,14.03,11.22,14.59,1021,77,10,0.0,0.0,0.344,High,0
16.7,16.25,13.43,16.82,1021,70,11,0.19,0.0,0.499,High,7
17.83,17.47,14.45,17.93,1021,69,12,0.41,0.0,0.777,Medium,7
17.8,17.46,14.72,18.99,1021,70,13,0.28,0.0,0.627,Medium,7
17.35,17.12,15.72,19.54,1021,76,14,1.272,0.0,0.658,None,7
17.75,17.36,14.72,19.23,1021,68,15,0.71,0.0,0.4,None,7
17.31,16.79,16.22,18.12,1021,65,16,0.586,0.0,0.031,None,7
16.73,16.34,15.66,16.82,1021,72,17,1.014,0.0,0.0,None,7
13.18,12.88,11.72,15.34,1021,89,18,1.461,0.0,0.0,None,7
12.8,12.56,11.72,14.0,1022,93,19,1.422,0.0,0.0,None,1
12.32,12.11,11.72,13.44,1022,96,20,0.939,0.0,0.0,None,6
11.57,11.26,10.72,12.89,1022,95,21,0.49,0.0,0.0,None,6
12.32,11.8,11.72,12.37,1023,84,22,0.0,0.406,0.0,None,1
11.8,11.28,11.12,12.01,1023,86,23,0.0,0.402,0.0,None,7
13.23,12.57,10.01,13.48,1023,75,0,0.0,0.397,0.0,None,7
9.87,8.96,9.45,10.34,1023,92,1,0.0,0.318,0.0,None,7
10.36,9.8,8.9,10.72,1023,90,2,0.0,0.257,0.0,None,7
9.96,8.94,8.99,10.72,1023,89,3,0.0,0.247,0.0,None,7
10.36,9.75,8.9,10.72,1023,88,4,0.0,0.255,0.0,None,1
9.69,8.42,9.0,10.01,1023,89,5,0.0,0.245,0.0,None,6
9.69,8.22,9.0,10.01,1023,88,6,0.0,0.244,0.0,None,6
9.69,8.03,9.0,9.72,1023,89,7,0.0,1.677,0.0,None,5
10.37,9.81,9.0,10.72,1023,90,8,0.194,0.0,0.059,None,5
11.35,10.79,9.55,11.72,1023,86,9,0.189,0.0,0.362,Medium,5
13.41,12.82,11.78,15.9,1024,77,10,0.0,0.0,0.298,High,5
16.6,15.99,13.43,19.23,1024,64,11,0.094,0.0,0.434,High,5
18.43,17.92,16.21,18.48,1024,61,12,0.0,0.0,0.43,High,5
19.05,18.6,17.33,21.45,1023,61,13,0.892,0.0,0.635,None,0
19.61,19.17,18.99,20.72,1022,59,14,1.614,0.0,0.556,None,7
19.69,19.26,18.99,21.72,1022,59,15,0.598,0.0,0.385,None,6
19.62,19.2,19.54,20.72,1022,60,16,1.354,0.0,0.038,None,0
17.79,17.32,17.72,18.9,1023,65,17,1.626,0.0,0.0,None,6
16.26,15.8,15.72,17.79,1023,71,18,0.708,0.0,0.0,None,6
16.72,16.35,16.22,17.79,1024,73,19,2.176,0.0,0.0,None,5
16.54,16.1,15.67,17.23,1024,71,20,0.732,0.0,0.0,None,5
15.71,15.09,15.66,16.22,1023,67,21,0.704,0.0,0.0,None,5
16.59,15.98,16.21,16.72,1024,64,22,0.0,0.424,0.0,None,0
16.59,16.0,16.21,16.72,1024,65,23,0.0,0.432,0.0,None,5
16.59,16.0,16.21,16.72,1024,65,0,0.0,0.486,0.0,None,5
16.59,16.0,16.21,16.72,1024,65,1,0.0,0.429,0.0,None,0
16.59,16.03,15.67,16.72,1024,66,2,0.0,0.463,0.0,None,1
13.59,12.75,11.61,16.16,1023,67,3,0.0,0.545,0.0,None,1
14.97,14.27,14.72,15.66,1023,67,4,0.0,0.439,0.0,None,1
14.24,13.47,13.72,15.66,1023,67,5,0.0,0.399,0.0,None,1
13.37,12.51,11.66,15.57,1023,67,6,0.0,0.398,0.0,None,1
15.56,14.95,12.89,15.72,1023,68,7,0.0,0.396,0.0,None,1
15.26,14.64,12.89,15.72,1023,69,8,0.349,0.0,0.048,None,6
14.94,14.27,12.89,16.12,1024,68,9,0.272,0.0,0.156,None,0
15.64,14.93,13.43,16.72,1024,64,10,0.496,0.0,0.545,Medium,5
18.71,17.99,14.54,19.04,1024,52,11,2.065,0.0,0.784,None,5
19.94,19.32,17.88,22.72,1024,51,12,0.197,0.0,0.611,Medium,5
20.02,19.46,19.59,22.72,1024,53,13,0.444,0.0,0.502,Medium,5
20.25,19.74,20.15,22.32,1023,54,14,0.403,0.0,0.131,None,5
20.72,20.21,20.7,21.22,1023,52,15,0.185,0.0,0.227,None,5
20.17,19.63,20.15,21.22,1023,53,16,0.345,0.0,0.017,None,5
19.86,19.31,19.72,20.67,1023,54,17,0.343,0.0,0.0,None,5
19.49,18.9,18.99,19.72,1024,54,18,0.473,0.0,0.0,None,5
19.32,18.77,18.43,19.72,1024,56,19,0.46,0.0,0.0,None,5
18.47,17.99,17.88,19.0,1025,62,20,0.584,0.0,0.0,None,5
17.78,17.44,17.72,17.89,1025,70,21,0.939,0.0,0.0,None,5
16.84,16.43,16.45,17.33,1026,71,22,0.0,0.592,0.0,None,3
15.22,14.81,13.72,16.78,1026,77,23,0.0,0.55,0.0,None,3
15.64,15.37,13.9,16.21,1026,81,0,0.0,0.648,0.0,None,3
14.52,14.38,13.34,14.59,1026,90,1,0.0,0.473,0.0,None,3
14.5,14.41,13.34,14.59,1027,92,2,0.0,0.38,0.0,None,3
14.5,14.43,13.34,14.59,1027,93,3,0.0,0.355,0.0,None,3
14.5,14.43,12.79,14.59,1027,93,4,0.0,0.356,0.0,None,3
14.0,13.88,13.12,14.04,1027,93,5,0.0,0.344,0.0,None,3
13.48,13.31,12.57,13.72,1028,93,6,0.0,0.323,0.0,None,3
12.97,12.72,12.01,13.72,1028,92,7,0.0,0.525,0.0,None,5
13.45,13.23,12.72,13.48,1028,91,8,2.46,0.0,0.025,None,5
12.93,12.71,12.57,12.93,1029,93,9,0.455,0.0,0.07,None,5
13.48,13.31,12.79,13.72,1030,93,10,0.294,0.0,0.217,Medium,3
14.05,13.91,12.89,14.72,1030,92,11,0.823,0.0,0.81,None,5
14.56,14.34,13.9,14.79,1030,87,12,0.65,0.0,0.7,None,5
15.66,15.45,14.54,15.9,1029,83,13,1.191,0.0,0.224,None,5
16.21,16.0,15.57,16.26,1029,81,14,0.083,0.0,0.377,Medium,5
16.25,16.05,15.34,16.77,1029,81,15,0.411,0.0,0.264,Low,5
16.2,15.99,14.72,16.77,1029,81,16,0.35,0.0,0.057,None,5
15.59,15.35,13.72,15.7,1029,82,17,0.319,0.0,0.0,None,5
14.42,14.19,11.72,14.59,1029,87,18,0.655,0.0,0.0,None,5
13.9,13.7,11.72,14.04,1029,90,19,0.638,0.0,0.0,None,0
12.87,12.56,11.45,12.93,1029,90,20,0.683,0.0,0.0,None,5
12.8,12.51,10.72,12.93,1029,91,21,0.689,0.0,0.0,None,5
12.26,11.94,9.79,12.37,1029,92,22,0.0,0.526,0.0,None,5
12.24,11.95,9.23,12.37,1028,93,23,0.0,1.122,0.0,None,5
12.73,12.46,8.68,12.93,1028,92,0,0.0,1.122,0.0,None,5
12.18,11.86,8.68,12.37,1028,92,1,0.0,0.42,0.0,None,5
12.84,12.5,10.01,12.93,1028,89,2,0.0,0.26,0.0,None,5
12.84,12.48,10.01,12.93,1027,88,3,0.0,0.246,0.0,None,5
13.36,13.08,9.45,13.48,1027,89,4,0.0,0.244,0.0,None,5
12.83,12.49,8.9,12.93,1027,89,5,0.0,0.269,0.0,None,5
13.38,13.05,9.54,13.48,1026,87,6,0.0,0.255,0.0,None,5
12.93,12.52,9.72,12.93,1026,86,7,0.0,0.568,0.0,None,5
13.48,13.02,9.72,13.48,1025,82,8,1.095,0.0,0.044,None,5
12.93,12.5,10.72,12.93,1026,85,9,0.101,0.0,0.196,Low,5
13.48,13.08,10.72,13.48,1025,84,10,0.0,0.0,0.24,Medium,5
13.93,13.6,11.72,14.23,1025,85,11,0.749,0.0,0.339,Low,5
15.56,15.16,12.72,17.01,1025,76,12,0.164,0.0,0.276,Medium,5
16.03,15.65,12.72,17.01,1024,75,13,0.285,0.0,0.139,Low,5
14.55,14.28,13.72,16.45,1023,85,14,0.334,0.0,0.074,None,5
14.53,14.28,13.72,16.45,1023,86,15,0.333,0.0,0.051,None,5
14.5,14.3,12.89,15.34,1022,88,16,0.375,0.0,0.008,None,5
13.97,13.77,12.79,14.23,1022,90,17,0.478,0.0,0.0,None,5
13.46,13.26,12.79,13.72,1021,92,18,0.583,0.0,0.0,None,0
13.45,13.28,12.32,14.23,1021,93,19,0.678,0.0,0.0,None,0
13.45,13.28,12.32,14.23,1020,93,20,0.686,0.0,0.0,None,0
12.95,12.68,12.32,14.23,1020,91,21,0.504,0.0,0.0,None,0
13.45,13.15,12.32,13.72,1019,88,22,0.0,0.584,0.0,None,0
12.96,12.69,12.32,13.72,1017,91,23,0.0,1.113,0.0,None,5
13.5,13.15,13.48,14.0,1017,86,0,0.0,0.573,0.0,None,0
14.54,13.85,12.88,14.72,1015,69,1,0.0,0.442,0.0,None,1
13.53,12.98,12.88,14.45,1014,78,2,0.0,0.397,0.0,None,7
13.74,13.18,13.43,14.55,1014,77,3,0.0,0.321,0.0,None,7
14.28,13.72,13.12,14.72,1013,75,4,0.0,0.326,0.0,None,0
14.28,13.72,13.43,14.72,1011,75,5,0.0,0.322,0.0,None,3
14.5,14.07,13.34,14.59,1011,79,6,0.0,0.324,0.0,None,4
13.83,13.59,10.72,14.04,1010,89,7,0.0,0.323,0.0,None,4
10.71,10.21,10.11,11.21,1011,91,8,0.784,0.0,0.001,None,4
9.59,6.58,9.45,9.79,1013,93,9,0.653,0.0,0.011,None,4
9.59,7.16,9.23,9.59,1015,93,10,0.275,0.0,0.095,None,4
9.06,6.95,9.04,9.55,1016,91,11,0.067,0.0,0.295,Medium,3
10.23,9.58,8.68,11.72,1017,87,12,0.242,0.0,0.25,None,0
10.87,10.21,10.34,12.88,1017,84,13,0.026,0.0,0.295,Medium,3
10.84,10.07,10.7,12.89,1018,80,14,0.202,0.0,0.139,Medium,3
11.77,11.01,10.11,11.82,1018,77,15,0.068,0.0,0.342,None,6
11.27,10.54,11.21,11.72,1019,80,16,0.264,0.0,0.017,None,6
10.75,9.94,9.79,11.72,1020,79,17,0.335,0.0,0.005,None,6
9.17,7.82,8.9,10.72,1021,89,18,0.347,0.0,0.0,None,6
9.09,7.82,8.9,10.11,1021,91,19,0.356,0.0,0.0,None,0
9.07,7.89,8.68,9.72,1022,90,20,0.6,0.0,0.0,None,0
9.02,7.95,8.43,10.11,1022,91,21,0.576,0.0,0.0,None,5
9.06,8.37,8.43,10.11,1023,91,22,0.0,0.478,0.0,None,3
9.06,9.06,8.43,9.72,1023,91,23,0.0,0.433,0.0,None,3
9.01,9.01,8.12,9.55,1023,92,0,0.0,0.464,0.0,None,0
8.44,8.44,7.72,8.68,1023,93,1,0.0,0.319,0.0,None,0
7.92,7.92,7.72,8.12,1022,93,2,0.0,0.321,0.0,None,0
7.9,7.9,7.32,7.93,1023,94,3,0.0,0.277,0.0,None,5
7.86,7.86,6.72,8.44,1023,94,4,0.0,0.273,0.0,None,5
8.38,8.38,6.77,8.48,1023,94,5,0.0,0.266,0.0,None,5
8.4,8.4,6.45,9.0,1023,94,6,0.0,0.262,0.0,None,0
7.89,7.89,6.45,7.93,1023,94,7,0.0,0.27,0.0,None,5
8.44,7.79,6.45,8.72,1022,94,8,0.691,0.0,0.004,None,5
8.97,8.34,7.32,9.04,1022,94,9,0.625,0.0,0.073,None,3
9.59,8.21,9.23,9.59,1021,94,10,0.825,0.0,0.112,None,3
10.19,9.75,8.99,11.72,1021,95,11,0.258,0.0,0.085,None,3
10.23,9.76,10.1,11.72,1020,94,12,0.153,0.0,0.124,None,3
11.27,10.91,10.66,11.78,1018,94,13,0.142,0.0,0.157,None,4
11.85,11.57,11.21,12.72,1017,95,14,0.217,0.0,0.157,Medium,4
11.81,11.5,11.22,11.82,1017,94,15,0.076,0.0,0.2,Low,6
11.85,11.47,10.9,12.72,1018,91,16,0.204,0.0,0.074,None,6
10.77,10.02,10.34,11.78,1018,81,17,0.316,0.0,0.0,None,6
10.73,10.08,10.57,11.72,1019,85,18,0.45,0.0,0.0,None,6
10.16,9.42,10.01,10.72,1020,84,19,0.497,0.0,0.0,None,6
9.19,7.68,7.57,10.11,1020,85,20,0.562,0.0,0.0,None,1
8.97,7.69,7.57,9.55,1020,82,21,0.363,0.0,0.0,None,7
8.45,7.4,7.01,9.0,1021,84,22,0.0,0.509,0.0,None,1
7.93,7.12,6.45,9.0,1021,86,23,0.0,0.5,0.0,None,6
7.33,6.21,5.72,9.0,1022,87,0,0.0,0.409,0.0,None,7
7.31,5.94,5.72,9.0,1022,89,1,0.0,0.47,0.0,None,1
6.74,5.55,4.72,8.44,1021,89,2,0.0,0.451,0.0,None,1
6.75,6.75,5.34,6.82,1022,90,3,0.0,0.392,0.0,None,6
7.2,7.2,4.72,7.89,1021,89,4,0.0,0.578,0.0,None,6
7.19,7.19,4.45,7.37,1022,87,5,0.0,0.402,0.0,None,0
